"V1"	"V2"	"V3"
"4158"	16076	10413	38
"4159"	5874	4456	9654
"4160"	16046	9552	6843
"4161"	15457	195	2715
"4162"	10542	4344	15295
"4163"	8631	8814	12348
"4164"	1116	12121	2845
"4165"	5170	62	4604
"4166"	3024	1390	1090
"4167"	7735	16046	5589
"4168"	16046	1896	1682
"4169"	12697	13061	5081
"4170"	13382	15366	12479
"4171"	2550	2324	1052
"4172"	14984	9934	9142
"4173"	3027	7301	3634
"4174"	7931	13789	13670
"4175"	2845	1116	8569
"4176"	2572	12240	13650
"4177"	1340	6917	8738
"4178"	1343	14631	1346
"4179"	15457	195	448
"4180"	1892	1666	1028
"4181"	11918	2342	4858
"4182"	2136	2907	12641
"4183"	16076	10413	9480
"4184"	7363	7271	3315
"4185"	7801	3415	8213
"4186"	10985	14984	12621
"4187"	10928	6655	9178
"4188"	14984	1029	1010
"4189"	1748	14918	9818
"4190"	404	4639	9234
"4191"	4114	271	3584
"4192"	12416	10168	16690
"4193"	858	7379	15038
"4194"	404	16046	4639
"4195"	10050	448	15073
"4196"	8318	13680	7764
"4197"	2435	5390	5135
"4198"	5311	9965	12332
"4199"	10978	773	16387
"4200"	13172	1182	720
"4201"	10928	6655	480
"4202"	551	11373	7745
"4203"	11311	6959	16046
"4204"	7159	10339	8783
"4205"	14716	14989	16521
"4206"	7301	11933	3027
"4207"	1818	10899	456
"4208"	6986	15782	14856
"4209"	14633	13732	15123
"4210"	12478	8707	16076
"4211"	989	1204	4456
"4212"	8517	1792	8592
"4213"	9616	2899	7232
"4214"	10928	6655	9570
"4215"	9654	4456	9768
"4216"	4241	640	4710
"4217"	5268	227	2126
"4218"	1932	1927	3656
"4219"	551	1343	11373
"4220"	3584	271	273
"4221"	551	12479	2715
"4222"	10985	16817	12221
"4223"	14984	3463	15988
"4224"	12478	8707	15473
"4225"	3592	685	1886
"4226"	7931	8609	13789
"4227"	9015	1101	6614
"4228"	1612	1006	9244
"4229"	3200	2661	3691
"4230"	16076	10413	9480
"4231"	1927	12479	1932
"4232"	13207	14774	9319
"4233"	9570	3553	2021
"4234"	3649	8939	3539
"4235"	14984	9934	9844
"4236"	312	177	5976
"4237"	16076	10413	5233
"4238"	11081	799	970
"4239"	799	11081	7343
"4240"	962	14389	4604
"4241"	404	1938	1932
"4242"	11311	6687	15524
"4243"	2758	9021	8942
"4244"	14984	9934	9844
"4245"	14633	15123	8421
"4246"	3051	629	756
"4247"	4837	12232	5863
"4248"	7256	13496	6472
"4249"	13382	15366	12479
"4250"	9552	6843	9430
"4251"	799	11081	7343
"4252"	12572	14003	3889
"4253"	8543	11830	11330
"4254"	4837	6203	7363
"4255"	16046	2093	1499
"4256"	13382	15366	13654
"4257"	4710	9101	9898
"4258"	15783	4879	6847
"4259"	16076	10413	4241
"4260"	14984	1091	9934
"4261"	15599	14463	9903
"4262"	962	4604	2446
"4263"	1116	1339	177
"4264"	11364	4101	10025
"4265"	685	687	8583
"4266"	2546	9408	8989
"4267"	12619	2639	3743
"4268"	9608	4517	8811
"4269"	16076	10413	5594
"4270"	14809	482	15
"4271"	9028	14834	12968
"4272"	3391	12866	7612
"4273"	6855	2758	9015
"4274"	14389	9355	1682
"4275"	14018	15805	16024
"4276"	12572	14003	3889
"4277"	16046	5268	2126
"4278"	5081	13061	1875
"4279"	1748	14918	9818
"4280"	8891	10646	8868
"4281"	16294	15484	1241
"4282"	9954	9015	2010
"4283"	2079	12572	15
"4284"	10928	6655	8256
"4285"	8311	14944	13490
"4286"	16076	10413	9244
"4287"	14610	9142	6851
"4288"	6795	10868	4376
"4289"	13722	13172	720
"4290"	2504	14285	14698
"4291"	11933	7301	9884
"4292"	2907	12641	2136
"4293"	4985	1224	1825
"4294"	1951	1764	4973
"4295"	14704	7250	3837
"4296"	2577	5477	8150
"4297"	1210	5712	2324
"4298"	7222	4589	4092
"4299"	13382	597	13703
"4300"	3429	16185	227
"4301"	5896	4478	978
"4302"	589	9887	1999
"4303"	7745	5792	1449
"4304"	7097	1825	815
"4305"	14088	3178	508
"4306"	5874	4456	9654
"4307"	13288	15424	16219
"4308"	29	6	488
"4309"	8543	11330	11830
"4310"	9104	7764	3982
"4311"	685	8583	2520
"4312"	13207	14774	9319
"4313"	12479	7104	1396
"4314"	551	484	1201
"4315"	2546	9408	8989
"4316"	14822	1526	9278
"4317"	1415	11918	4615
"4318"	14633	13732	15123
"4319"	13382	15366	12479
"4320"	9401	3415	7801
"4321"	11933	7301	3027
"4322"	9654	4456	9768
"4323"	12478	8707	1605
"4324"	4456	9654	9768
"4325"	15115	11640	16271
"4326"	9552	6843	9430
"4327"	551	11373	14389
"4328"	2299	7931	1153
"4329"	4602	8631	7419
"4330"	4911	13806	4351
"4331"	1825	1091	9806
"4332"	5034	7329	3676
"4333"	2351	8419	10772
"4334"	13288	5927	6838
"4335"	2504	14698	14285
"4336"	6917	8738	1340
"4337"	2720	10149	7314
"4338"	3521	10166	6353
"4339"	7329	5034	1365
"4340"	8786	9028	227
"4341"	184	10696	2487
"4342"	14984	1503	13239
"4343"	14633	15123	8163
"4344"	13245	15736	7243
"4345"	9563	6660	5645
"4346"	14984	9934	9844
"4347"	14716	15805	14018
"4348"	14984	9934	9844
"4349"	11081	799	7343
"4350"	13245	15736	7243
"4351"	13288	12650	9633
"4352"	4985	1224	10967
"4353"	16046	1792	8517
"4354"	10679	9028	2953
"4355"	9768	9654	4456
"4356"	4837	12232	13271
"4357"	7329	5034	3676
"4358"	15599	14463	9903
"4359"	1006	1612	9244
"4360"	14633	15123	13732
"4361"	1390	13579	3024
"4362"	10050	15073	2376
"4363"	11604	4161	2991
"4364"	1503	4298	13818
"4365"	9558	15805	11579
"4366"	10985	2572	16817
"4367"	13652	2483	1732
"4368"	12572	1904	5121
"4369"	227	3429	16185
"4370"	14834	12968	4366
"4371"	3027	7301	11933
"4372"	16046	2715	11833
"4373"	6614	1101	9178
"4374"	5268	2126	18
"4375"	1792	8592	13905
"4376"	12639	10934	9615
"4377"	9608	8916	10379
"4378"	551	11373	3428
"4379"	889	756	284
"4380"	2446	2546	9408
"4381"	177	312	3717
"4382"	10542	15295	4344
"4383"	14088	508	3178
"4384"	2546	9408	8989
"4385"	13382	15366	13654
"4386"	7329	5034	1365
"4387"	9142	6851	5409
"4388"	2572	12240	13650
"4389"	6684	14651	12989
"4390"	14166	8615	6906
"4391"	9142	11918	10490
"4392"	8543	11830	15425
"4393"	9633	10916	6581
"4394"	11604	3782	629
"4395"	6965	5305	4376
"4396"	4376	6795	8532
"4397"	1958	28	11786
"4398"	14166	29	13884
"4399"	8543	11830	11330
"4400"	11136	15676	4610
"4401"	2154	3776	7118
"4402"	1818	10899	456
"4403"	3649	3539	8939
"4404"	12275	2504	14285
"4405"	11269	9015	1798
"4406"	4487	3645	1214
"4407"	4710	9101	9898
"4408"	14984	9934	9844
"4409"	14018	15805	14010
"4410"	4351	4911	3089
"4411"	3391	12866	12478
"4412"	5034	7329	3676
"4413"	1503	14984	2711
"4414"	16046	184	10696
"4415"	98	1901	1105
"4416"	10696	184	7284
"4417"	2831	7822	3228
"4418"	12315	12446	11963
"4419"	1402	551	2446
"4420"	1204	6843	989
"4421"	10050	15073	2483
"4422"	15958	15783	4879
"4423"	10166	3521	1414
"4424"	551	11373	14984
"4425"	1951	4973	13057
"4426"	14984	9934	9844
"4427"	1	12868	11145
"4428"	823	14633	13732
"4429"	14834	12968	4366
"4430"	28	11786	15237
"4431"	2831	4980	1748
"4432"	9134	1986	7994
"4433"	1651	16240	8951
"4434"	3415	7801	13471
"4435"	747	2033	3024
"4436"	4106	4658	11126
"4437"	1609	14822	1651
"4438"	15	29	11098
"4439"	2072	8945	184
"4440"	5812	14389	9355
"4441"	3391	12866	7612
"4442"	10038	12416	5665
"4443"	11425	530	4392
"4444"	16185	3678	3429
"4445"	7899	7363	7271
"4446"	1680	6	3495
"4447"	1116	12121	15440
"4448"	5828	8318	13680
"4449"	11499	10236	10336
"4450"	11833	2715	8234
"4451"	8631	7419	6272
"4452"	3510	8419	10772
"4453"	14984	2572	2072
"4454"	2072	8945	14289
"4455"	14984	2758	9934
"4456"	14088	508	6599
"4457"	5311	9965	12332
"4458"	1222	2222	978
"4459"	312	5976	177
"4460"	1477	8769	16926
"4461"	572	184	10696
"4462"	7363	3315	7271
"4463"	12315	12446	15872
"4464"	7681	9563	6660
"4465"	5162	3614	6390
"4466"	9142	5409	6851
"4467"	3584	273	271
"4468"	8891	8870	8868
"4469"	7822	3228	4108
"4470"	7735	1818	10766
"4471"	5477	2577	10513
"4472"	5332	4832	7122
"4473"	10928	6655	11272
"4474"	3391	5619	5625
"4475"	2390	4837	551
"4476"	5081	12697	13061
"4477"	7329	5034	1365
"4478"	14984	9934	9844
"4479"	11833	2715	8234
"4480"	2546	9408	8989
"4481"	756	14633	15123
"4482"	14633	3982	3097
"4483"	799	7343	11081
"4484"	9142	6851	5409
"4485"	10649	14018	15805
"4486"	6431	15468	8280
"4487"	1682	10418	1896
"4488"	11933	7301	3014
"4489"	12874	62	1510
"4490"	5000	7766	8823
"4491"	11933	3027	3923
"4492"	4114	3584	11311
"4493"	12538	13837	15551
"4494"	2072	8945	7222
"4495"	5416	11175	11576
"4496"	5046	6662	5486
"4497"	184	10696	13444
"4498"	7329	5034	3676
"4499"	11269	16907	15618
"4500"	14389	9355	9132
"4501"	271	3584	4114
"4502"	9633	6581	2572
"4503"	16046	5938	5189
"4504"	16707	16883	7523
"4505"	18	6322	227
"4506"	16046	12416	10168
"4507"	11330	8543	11830
"4508"	7382	7573	6986
"4509"	11425	2074	4392
"4510"	12479	13382	13772
"4511"	11126	9862	7571
"4512"	13288	11916	15424
"4513"	13680	787	8318
"4514"	1343	2307	13732
"4515"	1690	9142	5260
"4516"	808	1221	2782
"4517"	13765	11833	2715
"4518"	9570	3553	2021
"4519"	15484	16294	10590
"4520"	14984	9934	9844
"4521"	16059	9709	2577
"4522"	671	5	691
"4523"	1818	456	10899
"4524"	2715	11833	8234
"4525"	5000	7766	8823
"4526"	12478	8707	11269
"4527"	7931	13789	13670
"4528"	1792	8592	8517
"4529"	13460	16962	10642
"4530"	10696	184	13444
"4531"	484	12454	29
"4532"	15599	14463	9903
"4533"	756	616	5332
"4534"	7301	11933	184
"4535"	14944	6394	8311
"4536"	402	1927	1932
"4537"	1927	3656	1932
"4538"	16046	2831	14610
"4539"	12639	10934	9615
"4540"	2907	2136	12641
"4541"	6795	4376	5523
"4542"	9343	10422	2920
"4543"	1516	8877	6097
"4544"	11311	6687	5206
"4545"	11604	5896	1510
"4546"	14716	14018	13872
"4547"	1818	456	10899
"4548"	11587	2758	9165
"4549"	14166	9015	13884
"4550"	11933	3027	7301
"4551"	2907	12641	2136
"4552"	14984	9934	1825
"4553"	883	193	2955
"4554"	9028	10679	2953
"4555"	10985	12538	8543
"4556"	14633	15123	13732
"4557"	3391	5896	16980
"4558"	16046	14088	3178
"4559"	10542	15295	8095
"4560"	5135	9787	14422
"4561"	13722	13172	4299
"4562"	1748	14918	9818
"4563"	2236	5329	4456
"4564"	14633	13732	15123
"4565"	7329	1359	5034
"4566"	14774	13207	9319
"4567"	12054	9812	6016
"4568"	10631	2697	6372
"4569"	11126	11081	7343
"4570"	1927	1932	3656
"4571"	7363	1732	2483
"4572"	13382	15366	13654
"4573"	14984	9560	1503
"4574"	16185	3429	227
"4575"	1792	13905	8592
"4576"	799	11081	7343
"4577"	284	7329	5034
"4578"	5439	2577	9709
"4579"	1222	4478	1732
"4580"	14018	15805	14010
"4581"	12479	13702	6291
"4582"	7497	7492	2247
"4583"	13382	15366	12479
"4584"	7382	9576	16661
"4585"	6660	9563	7681
"4586"	3592	9268	257
"4587"	16046	3510	15805
"4588"	12479	3228	6291
"4589"	14633	3982	13732
"4590"	13382	15366	12479
"4591"	14633	15123	13732
"4592"	551	11373	7263
"4593"	16046	10413	12827
"4594"	344	9468	3935
"4595"	11604	14166	13905
"4596"	10050	15073	7830
"4597"	14633	13732	15123
"4598"	1365	7329	2786
"4599"	799	11081	7343
"4600"	4710	9101	9898
"4601"	7363	254	7271
"4602"	8311	14944	13490
"4603"	14633	15123	13732
"4604"	1825	9806	4985
"4605"	7329	5034	1365
"4606"	9633	6581	2572
"4607"	10050	15073	9184
"4608"	5874	9654	9768
"4609"	799	7343	11081
"4610"	1792	8592	13905
"4611"	13382	15366	12479
"4612"	2504	14698	14285
"4613"	5034	7329	3676
"4614"	177	312	5976
"4615"	5896	1510	5756
"4616"	685	687	2520
"4617"	1365	5034	7329
"4618"	1204	1516	8877
"4619"	2831	3935	2051
"4620"	5035	14984	3982
"4621"	7050	16424	13019
"4622"	6684	12989	14651
"4623"	12619	3743	2212
"4624"	10696	184	13444
"4625"	2126	7745	5792
"4626"	12479	4984	2293
"4627"	756	5773	7746
"4628"	858	7379	1807
"4629"	14982	16068	14430
"4630"	5439	6117	14621
"4631"	4456	9654	9768
"4632"	11081	799	7343
"4633"	1744	5268	6617
"4634"	9363	16237	14868
"4635"	2907	12641	2136
"4636"	9616	2899	7232
"4637"	5046	6662	5486
"4638"	2546	9408	8989
"4639"	13460	16962	1503
"4640"	14984	10870	7222
"4641"	7801	3415	5425
"4642"	7382	7573	8719
"4643"	9884	11933	7301
"4644"	1938	1105	1932
"4645"	14633	13732	823
"4646"	1116	13245	14984
"4647"	2572	10050	12240
"4648"	11918	4858	9515
"4649"	5135	9787	14422
"4650"	1116	16076	10413
"4651"	7301	11933	3027
"4652"	13382	13654	13703
"4653"	15	3	29
"4654"	12478	8707	14984
"4655"	2546	8989	9408
"4656"	2572	12619	12240
"4657"	9178	6614	1101
"4658"	9608	8916	10379
"4659"	7222	4092	13460
"4660"	1116	12121	10109
"4661"	883	12547	193
"4662"	2126	4699	15786
"4663"	14984	9934	10696
"4664"	15440	15297	3330
"4665"	13382	13703	13654
"4666"	1182	1176	9887
"4667"	5046	6662	5486
"4668"	12639	10934	11115
"4669"	2293	4984	1904
"4670"	5268	4281	3415
"4671"	10050	15073	10506
"4672"	1792	8592	8517
"4673"	16980	3391	13759
"4674"	2715	11833	7349
"4675"	8631	7419	8630
"4676"	14944	8311	13490
"4677"	756	6394	14633
"4678"	10720	3022	4911
"4679"	1503	4298	13818
"4680"	685	687	2520
"4681"	16046	3982	12827
"4682"	1682	10418	1896
"4683"	3415	7801	13471
"4684"	1748	14918	9818
"4685"	16387	11516	11712
"4686"	10050	15073	11888
"4687"	14633	13732	15123
"4688"	13245	15736	10410
"4689"	16294	15484	5162
"4690"	2324	1052	3188
"4691"	13382	15366	13654
"4692"	14984	9934	344
"4693"	14633	15123	13732
"4694"	11081	799	7343
"4695"	248	4690	1899
"4696"	9608	8916	10379
"4697"	14246	16141	16193
"4698"	2572	14834	4366
"4699"	799	7343	11081
"4700"	7497	7492	5984
"4701"	15457	195	5808
"4702"	15599	14463	9903
"4703"	14984	9934	16333
"4704"	13953	12692	12655
"4705"	184	10696	12572
"4706"	7745	7113	5792
"4707"	13052	7070	586
"4708"	14166	10542	11418
"4709"	12416	10168	7979
"4710"	5500	5046	6662
"4711"	12478	8707	3395
"4712"	4456	9768	9654
"4713"	13288	16185	3429
"4714"	4381	65	64
"4715"	1818	6986	858
"4716"	3415	7801	14633
"4717"	16141	16079	15068
"4718"	14633	13732	15123
"4719"	1396	1929	336
"4720"	13288	8650	9354
"4721"	13245	15736	7243
"4722"	1283	9015	7159
"4723"	5162	12446	12315
"4724"	551	11373	5283
"4725"	5311	9965	12332
"4726"	7745	5792	1449
"4727"	10252	11786	13562
"4728"	7461	16320	9456
"4729"	14984	1091	9934
"4730"	48	1956	12866
"4731"	11364	4101	133
"4732"	7050	12380	2710
"4733"	312	177	5976
"4734"	16046	13245	1516
"4735"	989	4070	9654
"4736"	1553	4091	7070
"4737"	8419	13546	12564
"4738"	9626	13745	14636
"4739"	4710	9101	9898
"4740"	685	687	2520
"4741"	13490	8311	2446
"4742"	9142	5409	6851
"4743"	13382	15366	12479
"4744"	5874	4456	9654
"4745"	1415	4615	14822
"4746"	16046	14984	9934
"4747"	14496	2477	14252
"4748"	2831	3935	3649
"4749"	7745	5792	3845
"4750"	12315	12446	15391
"4751"	9042	12692	11541
"4752"	14633	15123	13732
"4753"	11364	4101	10025
"4754"	3228	5874	7822
"4755"	2010	11961	8312
"4756"	756	284	7746
"4757"	1455	402	1988
"4758"	1932	1927	3656
"4759"	13779	15841	14041
"4760"	4298	14010	14018
"4761"	10050	15073	6934
"4762"	16046	10696	184
"4763"	2831	3935	2514
"4764"	1116	12121	10109
"4765"	1818	456	3840
"4766"	2572	16926	8769
"4767"	14984	9934	9844
"4768"	1210	6917	1340
"4769"	14610	16166	6875
"4770"	12898	5258	7627
"4771"	5305	6411	16042
"4772"	756	5773	4718
"4773"	2188	11756	719
"4774"	9570	3820	3553
"4775"	14412	4654	3678
"4776"	2572	10985	12621
"4777"	756	522	248
"4778"	16046	12827	6795
"4779"	4114	271	3584
"4780"	16185	3429	6322
"4781"	7070	16637	4298
"4782"	14633	13732	2093
"4783"	14868	16237	9363
"4784"	9787	5135	823
"4785"	11081	799	4664
"4786"	13179	14343	7134
"4787"	11587	2217	3570
"4788"	12097	14480	2661
"4789"	1343	1346	7980
"4790"	7931	13789	13670
"4791"	7382	1516	7573
"4792"	28	484	486
"4793"	1210	5721	1176
"4794"	12898	5258	4517
"4795"	11081	7343	799
"4796"	5000	7766	8823
"4797"	1010	2093	9169
"4798"	2126	15786	4699
"4799"	5135	9787	14422
"4800"	14984	10631	2697
"4801"	9965	5311	12332
"4802"	16076	10413	9480
"4803"	14658	8870	8868
"4804"	13460	16822	9042
"4805"	10166	3521	5046
"4806"	2324	1052	14109
"4807"	13172	12054	1678
"4808"	10181	9165	14633
"4809"	5500	5046	6662
"4810"	12650	8631	7419
"4811"	14984	9934	1818
"4812"	10551	16079	11539
"4813"	8532	6795	4376
"4814"	4487	3645	7279
"4815"	5162	3614	10008
"4816"	15841	5584	9355
"4817"	1792	13905	6802
"4818"	312	5976	177
"4819"	1792	13905	8592
"4820"	16166	14610	6875
"4821"	64	65	1500
"4822"	16926	8769	2604
"4823"	13382	15366	13789
"4824"	16185	3429	227
"4825"	5874	4456	9654
"4826"	2504	14698	14285
"4827"	8442	4837	12232
"4828"	1748	14918	9818
"4829"	14166	11418	11910
"4830"	6660	7681	3550
"4831"	5439	4386	6117
"4832"	14633	13732	15123
"4833"	685	687	2520
"4834"	16185	3429	227
"4835"	5135	9787	14422
"4836"	312	5976	177
"4837"	16	12478	11265
"4838"	16076	10413	14166
"4839"	14982	16068	12446
"4840"	1748	14918	9818
"4841"	16046	5305	6411
"4842"	6795	10868	5523
"4843"	7801	3415	5358
"4844"	5034	7329	3676
"4845"	12619	3743	8836
"4846"	522	7461	9456
"4847"	8631	7419	8814
"4848"	756	1932	284
"4849"	4114	271	3584
"4850"	1792	13905	8592
"4851"	16046	11756	719
"4852"	6431	8280	2848
"4853"	5034	7329	1365
"4854"	16141	14246	16193
"4855"	3935	1680	6
"4856"	671	691	5
"4857"	5332	7122	1201
"4858"	14631	1343	8623
"4859"	815	15676	7329
"4860"	572	10849	8650
"4861"	756	7746	284
"4862"	14984	9934	1651
"4863"	2907	12641	2136
"4864"	12478	8707	15988
"4865"	7363	3315	7271
"4866"	16185	3429	6322
"4867"	12416	10168	10038
"4868"	16237	9363	14868
"4869"	14631	3004	1343
"4870"	14633	13732	15123
"4871"	11833	2715	8234
"4872"	16076	10413	11918
"4873"	14633	15123	13732
"4874"	11434	10914	10619
"4875"	8870	8868	3259
"4876"	14698	14285	2504
"4877"	9570	3553	2021
"4878"	16046	3463	7081
"4879"	6431	8280	2848
"4880"	10696	13444	184
"4881"	14822	9278	1609
"4882"	9443	14610	15851
"4883"	16190	10236	11499
"4884"	2483	1732	13652
"4885"	9278	11854	14822
"4886"	10971	13254	8814
"4887"	9178	6614	1101
"4888"	28	11786	3934
"4889"	7027	10649	14746
"4890"	277	12538	13837
"4891"	14545	1978	1533
"4892"	3415	7801	3638
"4893"	9633	10916	6581
"4894"	16046	11803	586
"4895"	14984	9934	9844
"4896"	15872	12315	12446
"4897"	1875	13061	12697
"4898"	404	4639	2427
"4899"	13207	14774	9319
"4900"	14633	13732	15123
"4901"	13382	15366	12479
"4902"	2978	8592	1326
"4903"	2572	16294	12240
"4904"	16701	15042	16602
"4905"	9244	1612	3648
"4906"	3391	12866	7612
"4907"	823	2294	551
"4908"	9654	4456	9768
"4909"	9570	2021	3553
"4910"	4456	9654	9768
"4911"	6496	29	3
"4912"	1116	12121	16395
"4913"	5305	6411	551
"4914"	3584	271	4114
"4915"	1818	4615	1856
"4916"	14385	15574	15381
"4917"	2879	8483	11081
"4918"	1951	4973	6563
"4919"	10985	6433	1552
"4920"	14631	1343	1346
"4921"	11551	14610	1682
"4922"	12054	9812	6016
"4923"	9552	4106	11126
"4924"	683	3818	5645
"4925"	522	248	1010
"4926"	9142	5409	6851
"4927"	14944	15676	14566
"4928"	15513	15782	15988
"4929"	3391	12866	2247
"4930"	3177	3649	8939
"4931"	5305	6411	16042
"4932"	7735	6294	1539
"4933"	2546	9408	8989
"4934"	9768	9654	4456
"4935"	14633	4837	13732
"4936"	1825	16046	1091
"4937"	1116	4330	13959
"4938"	589	9887	10641
"4939"	404	2427	4639
"4940"	667	11364	4101
"4941"	5081	2899	3775
"4942"	10166	3521	1414
"4943"	2222	38	12248
"4944"	1748	16234	14918
"4945"	3510	12564	16780
"4946"	3228	7822	13172
"4947"	883	193	3114
"4948"	756	11918	1951
"4949"	184	10696	13444
"4950"	14608	8786	10679
"4951"	1343	1346	671
"4952"	16046	13245	15736
"4953"	1732	2483	10491
"4954"	1390	1090	3024
"4955"	9570	3553	2021
"4956"	7301	11933	3014
"4957"	14944	13490	8311
"4958"	1091	2093	9169
"4959"	7382	1932	7573
"4960"	7419	8631	6272
"4961"	551	11373	16936
"4962"	12479	13382	15366
"4963"	14698	2504	14285
"4964"	11364	4101	10025
"4965"	2356	907	1396
"4966"	2188	11756	719
"4967"	14289	3279	1628
"4968"	6	11218	28
"4969"	10422	9343	13928
"4970"	14496	2477	14252
"4971"	3584	2175	271
"4972"	1116	16237	13226
"4973"	4837	11915	12232
"4974"	5081	1875	13061
"4975"	12315	12446	11963
"4976"	4351	3089	5682
"4977"	629	1764	4541
"4978"	1046	1399	441
"4979"	5034	7329	1365
"4980"	13172	13722	720
"4981"	15457	195	5195
"4982"	16046	1792	8592
"4983"	16076	10413	823
"4984"	2126	4699	4709
"4985"	3415	7801	4743
"4986"	14984	6431	15468
"4987"	1176	1054	7280
"4988"	5311	9965	12332
"4989"	7382	15650	3200
"4990"	8592	1792	8517
"4991"	4456	5874	9768
"4992"	1365	5034	7329
"4993"	14984	9934	1006
"4994"	14412	3678	1909
"4995"	6917	8738	1340
"4996"	5305	6411	1825
"4997"	15346	12766	15473
"4998"	480	372	312
"4999"	12478	8707	1630
"5000"	448	10679	2054
"5001"	3818	683	8844
"5002"	12639	10934	9615
"5003"	14088	508	11679
"5004"	2546	7899	9408
"5005"	14633	883	193
"5006"	6	1680	488
"5007"	14984	9934	9844
"5008"	16046	3510	16780
"5009"	1825	9806	2115
"5010"	14698	14285	2504
"5011"	14633	15123	13732
"5012"	5874	4456	9768
"5013"	13722	13172	4299
"5014"	10050	448	2376
"5015"	2188	11756	11361
"5016"	9608	10379	10993
"5017"	344	9468	7745
"5018"	14984	9934	9844
"5019"	14201	6433	1558
"5020"	16141	14246	16193
"5021"	1006	3648	9244
"5022"	5081	13061	13652
"5023"	1792	8592	13905
"5024"	4351	3089	4911
"5025"	18	4381	8449
"5026"	13382	15366	12479
"5027"	13245	15736	7243
"5028"	1818	16023	456
"5029"	10542	2126	4344
"5030"	1503	7050	8247
"5031"	11265	5914	15988
"5032"	1825	9806	1828
"5033"	1221	2782	12983
"5034"	480	10928	372
"5035"	8047	14778	14153
"5036"	5081	13061	5576
"5037"	671	691	5
"5038"	12478	551	8707
"5039"	2831	15457	195
"5040"	4092	7222	12301
"5041"	9142	6851	5409
"5042"	14984	9934	16333
"5043"	9142	6851	5409
"5044"	14633	15123	13732
"5045"	8311	13490	14944
"5046"	1	12868	11145
"5047"	2572	12240	13650
"5048"	28	486	484
"5049"	11441	10914	10619
"5050"	11081	799	7343
"5051"	14633	13732	15123
"5052"	1116	12121	2845
"5053"	6147	12508	14598
"5054"	7314	2720	12205
"5055"	9887	589	626
"5056"	3510	16354	7421
"5057"	7301	1423	11933
"5058"	9042	12692	11541
"5059"	3415	7801	13471
"5060"	11330	8543	11830
"5061"	7382	3510	14056
"5062"	16926	8769	2604
"5063"	989	4456	5874
"5064"	9101	4710	15457
"5065"	10985	16817	10663
"5066"	1932	1927	10624
"5067"	3521	10166	1414
"5068"	7363	7271	3315
"5069"	15841	1233	1450
"5070"	685	687	2520
"5071"	8561	11502	543
"5072"	4589	7222	4092
"5073"	4368	13756	9154
"5074"	4456	9654	9768
"5075"	551	11373	12054
"5076"	2831	1892	978
"5077"	1503	4298	13818
"5078"	1390	3024	1090
"5079"	1204	10551	2212
"5080"	589	9887	13288
"5081"	9616	2899	8678
"5082"	11269	15839	15618
"5083"	3809	4021	454
"5084"	685	5507	8583
"5085"	3925	9626	16359
"5086"	7931	1323	478
"5087"	344	9468	16237
"5088"	5439	6117	3391
"5089"	11961	8312	136
"5090"	7497	7492	5984
"5091"	5439	4386	6117
"5092"	16046	5874	9654
"5093"	15457	195	6932
"5094"	16076	10413	14608
"5095"	18	227	3429
"5096"	177	312	1764
"5097"	11756	719	2188
"5098"	1116	12121	9244
"5099"	6394	756	16076
"5100"	12619	3743	8836
"5101"	11756	2188	719
"5102"	14982	16068	14430
"5103"	16166	13230	15599
"5104"	14984	9934	14840
"5105"	14984	14246	16141
"5106"	1553	7070	9278
"5107"	5332	4832	7122
"5108"	11756	2188	719
"5109"	8543	11330	11830
"5110"	4911	13806	4351
"5111"	9570	3820	3553
"5112"	10166	3521	1587
"5113"	3024	4539	1390
"5114"	14480	13926	9642
"5115"	1748	14918	9818
"5116"	589	9887	626
"5117"	6660	3550	9563
"5118"	14984	9934	16333
"5119"	13382	15366	12479
"5120"	12898	5258	2831
"5121"	4368	1832	13756
"5122"	14633	13732	15123
"5123"	5046	6662	4517
"5124"	1825	9806	2115
"5125"	12478	8707	10646
"5126"	12478	8707	64
"5127"	14984	9934	1503
"5128"	685	5507	3875
"5129"	16707	10985	16817
"5130"	5439	6117	1798
"5131"	15123	14633	8421
"5132"	1116	10109	9142
"5133"	3027	7130	11933
"5134"	2188	719	11756
"5135"	14717	10985	8275
"5136"	551	11373	5000
"5137"	12478	8707	5162
"5138"	4985	4161	9142
"5139"	14633	13732	15123
"5140"	3446	6581	9633
"5141"	312	6287	1717
"5142"	5874	4456	9654
"5143"	14633	13732	15123
"5144"	551	11373	3228
"5145"	3510	10542	15295
"5146"	7222	4589	4092
"5147"	16079	10551	16630
"5148"	2293	4984	12964
"5149"	3391	7612	12866
"5150"	2293	4984	1792
"5151"	1951	4973	16046
"5152"	2715	11833	7349
"5153"	12478	8707	1605
"5154"	12416	10168	16046
"5155"	1932	13690	1927
"5156"	1013	9552	6843
"5157"	9558	8870	3259
"5158"	572	1054	1176
"5159"	11572	936	1304
"5160"	5697	48	1932
"5161"	14633	13732	15123
"5162"	2697	10631	15174
"5163"	7954	1013	5713
"5164"	9768	9654	4456
"5165"	10914	11441	10619
"5166"	5283	7363	3387
"5167"	16275	15857	16493
"5168"	2715	11833	7349
"5169"	3415	7801	13471
"5170"	11933	7301	4318
"5171"	2241	1010	1105
"5172"	7256	13496	6472
"5173"	14633	15123	13732
"5174"	12315	12446	3725
"5175"	1116	12121	10109
"5176"	2546	4987	8989
"5177"	11081	7343	799
